tweet,Topic_0,Topic_1,Topic_2,Dominant_Topic,Perc_Dominant_Topic
originate say week ago need antibody amp cell hold well work variant far,0.02576984278857708,0.6246135234832764,0.3496165871620178,Topic 1,0.62
thank give long period life,0.8567488789558411,0.06837258487939835,0.0748785212635994,Topic 0,0.86
tomorrow brave advocate take effort hand,0.7544557452201843,0.19404307007789612,0.05150122568011284,Topic 0,0.75
country close fully partially need concerned year true logic tell work even concern surely eventually,0.022557934746146202,0.9529754519462585,0.024466652423143387,Topic 1,0.95
break rule must avoid cost cancel universal good news waar waar,0.9409121870994568,0.030014216899871826,0.02907359041273594,Topic 0,0.94
world,0.18207640945911407,0.16685962677001953,0.6510639786720276,Topic 2,0.65
able go emergency room rule still place asshole twerp goddamne afraid would mean think,0.29159584641456604,0.6848627328872681,0.023541433736681938,Topic 1,0.68
get today wing feel little sore give body extra protective boost keep healthy even say get little bird,0.8142799735069275,0.16404561698436737,0.021674400195479393,Topic 0,0.81
danger give false protection people vac symptom danger society,0.7680429220199585,0.19478975236415863,0.03716728836297989,Topic 0,0.77
go skepticism,0.1207963228225708,0.7609628438949585,0.1182408556342125,Topic 1,0.76
hide house give freedom protect effective preventing natural_immunity educate stop,0.9326826930046082,0.03145980462431908,0.035857487469911575,Topic 0,0.93
worried put body problem take,0.45757386088371277,0.48254308104515076,0.05988306552171707,Topic 1,0.48
parent go share input year_old thank,0.6742591857910156,0.054963599890470505,0.2707771956920624,Topic 0,0.67
remember speech meet charity fundraising agree game yet make public,0.859460175037384,0.1083701029419899,0.032169703394174576,Topic 0,0.86
real detriment fence important program seriously listen dumb still ready die early moron,0.20933718979358673,0.07427306473255157,0.7163897752761841,Topic 2,0.72
course temporarily halt nationwide implementation mandate company worker,0.6368860602378845,0.06766968220472336,0.2954442501068115,Topic 0,0.64
damn straight thing change mind take natural_immunity many study confirm may harmful recovered people study,0.47396668791770935,0.1610412448644638,0.36499208211898804,Topic 0,0.47
time child approval,0.08581631630659103,0.08893018960952759,0.8252534866333008,Topic 2,0.83
happen world become overpopulated mass authority probably elite try depopulate many,0.7441451549530029,0.21429987251758575,0.041554950177669525,Topic 0,0.74
block administration late mandate give government response,0.6671038269996643,0.28847748041152954,0.04441864416003227,Topic 0,0.67
copy result proof full required attend must also comply commitment,0.034600891172885895,0.03107810579240322,0.9343210458755493,Topic 2,0.93
already receive let see,0.07318184524774551,0.06741704046726227,0.8594011068344116,Topic 2,0.86
child adolescent,0.11204815655946732,0.11265648901462555,0.7752953171730042,Topic 2,0.78
bag majority icu similar result hide deny long go openly report still people wil,0.02625146321952343,0.37590575218200684,0.597842812538147,Topic 2,0.6
true never meet padraig hoping fully recover last bout recurrence seriously get,0.030571699142456055,0.9429486989974976,0.026479551568627357,Topic 1,0.94
unfortunately blame die stroke must hit car driver hide watch,0.9352213144302368,0.03378663212060928,0.030992060899734497,Topic 0,0.94
block biden,0.7758356928825378,0.11300279945135117,0.11116152256727219,Topic 0,0.78
start title people continue get also know rodger symptom test positive comment study impact,0.023821726441383362,0.7287930846214294,0.2473851889371872,Topic 1,0.73
anti vaxer go refuse go rationale refuse relatively new know test adequately,0.5395234227180481,0.10088568180799484,0.35959091782569885,Topic 0,0.54
think due wane effectiveness worry uptick community take seriously,0.1955486387014389,0.7706047892570496,0.033846575766801834,Topic 1,0.77
exclusive say injury far bad cancer diane year_old cancer diagnose inflammatory demyelinating polyneuropathy second pfizer,0.023964030668139458,0.7379940748214722,0.23804190754890442,Topic 1,0.74
receive today first day make available child age approve,0.03616677224636078,0.03711138665676117,0.9267218112945557,Topic 2,0.93
stand,0.6268944144248962,0.18158921599388123,0.19151641428470612,Topic 0,0.63
cherry pick datum apparently twice deadly secondly comment hood wink public believe valid variant lastly proble,0.020957838743925095,0.956430971622467,0.022611144930124283,Topic 1,0.96
death due actually report vaer pay attention also suppose prevent hospitalization death people still die,0.38651248812675476,0.20052173733711243,0.4129658043384552,Topic 2,0.41
say would fine get say even preventative prevent wish people would quit say,0.03061494417488575,0.9434554576873779,0.025929607450962067,Topic 1,0.94
work extremely well keep hospital keep die likely news new pull head sand,0.5739270448684692,0.027832549065351486,0.3982403874397278,Topic 0,0.57
skepticism,0.16754332184791565,0.6650270223617554,0.16742967069149017,Topic 1,0.67
die year brother excruciate month month ask,0.05800606682896614,0.05221550166606903,0.8897784352302551,Topic 2,0.89
several liberal life say anti people deserve die deny healthcare going fill resentment type attitude liberal lose,0.05765395611524582,0.23253418505191803,0.7098118662834167,Topic 2,0.71
help symptom far well stupid,0.05713634192943573,0.8773890137672424,0.06547468900680542,Topic 1,0.88
today last day deliver month tomorrow mark chapter district continue protect people western sydney,0.024068504571914673,0.9477176070213318,0.028213901445269585,Topic 1,0.95
always know smarter quarterback,0.07610557228326797,0.856429934501648,0.06746447086334229,Topic 1,0.86
court freeze company,0.8275769948959351,0.08452193439006805,0.08790109306573868,Topic 0,0.83
post black licorice flavor hot dog obviously fake amp equally obvious joke amp put temporary ban explanation people may think true meanwhile kind amp,0.015370369888842106,0.01655842922627926,0.9680712223052979,Topic 2,0.97
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
safe ever give people worldwide serious amp keep die serious illness even get,0.2193395048379898,0.6746580600738525,0.10600249469280243,Topic 1,0.67
juror dismiss rittenhouse trial shoot kid new federal requirement,0.1466393917798996,0.8126953840255737,0.040665242820978165,Topic 1,0.81
funny report people die afraid,0.061690181493759155,0.4147675931453705,0.5235422253608704,Topic 2,0.52
get anymore actually people super spreader get even know go spread get keep get,0.023750482127070427,0.9520400762557983,0.024209434166550636,Topic 1,0.95
come high uptake county high rate enlighten wise one,0.036750733852386475,0.03362997621297836,0.9296192526817322,Topic 2,0.93
source tell,0.11852604895830154,0.7627381086349487,0.1187358871102333,Topic 1,0.76
ask join month ago remove restriction mask social distancing rule,0.5161197185516357,0.038397494703531265,0.4454827904701233,Topic 0,0.52
still hesitant nzer unaware impact need awareness message reach need hear,0.47641173005104065,0.4926905930042267,0.030897710472345352,Topic 1,0.49
assert still face grave danger virus,0.8873685002326965,0.056113265454769135,0.056518230587244034,Topic 0,0.89
require age plenty lose job take even thing hospital want require employee choose fate foll,0.022136380895972252,0.6654114723205566,0.31245213747024536,Topic 1,0.67
statement personally know several people get catch husband husband die wife recover happen several peop,0.7371144890785217,0.23754234611988068,0.025343194603919983,Topic 0,0.74
seem follow proper protocol give weird thing happen also hear inject area weird stuff,0.9490689635276794,0.02728455886244774,0.023646477609872818,Topic 0,0.95
get walk appointment thank,0.09002164006233215,0.8415886759757996,0.06838960945606232,Topic 1,0.84
antibody treatment medication stop conformity stand different serious,0.9013584852218628,0.05662199854850769,0.04201951250433922,Topic 0,0.9
die complication claiming kill people test positive purchase aim travel protest healthcare genocide,0.025585683062672615,0.9476934671401978,0.026720808818936348,Topic 1,0.95
death hit record low rate,0.8733160495758057,0.058515943586826324,0.06816801428794861,Topic 0,0.87
guess,0.17062540352344513,0.17217688262462616,0.6571977138519287,Topic 2,0.66
get first today modern science amazing,0.048792824149131775,0.43838995695114136,0.5128172039985657,Topic 2,0.51
safe general population milk government use sponsor ad big milk propaganda,0.9169647097587585,0.050807856023311615,0.03222740814089775,Topic 0,0.92
effect case continue rise,0.07153355330228806,0.461555153131485,0.46691128611564636,Topic 2,0.47
get go teach public health let gay teacher go,0.7502899169921875,0.21090756356716156,0.038802482187747955,Topic 0,0.75
would good job half country get people force measle school country place force stil,0.023982370272278786,0.947503924369812,0.028513677418231964,Topic 1,0.95
fully take allow get virus transmit get shoot stuff hope,0.18666088581085205,0.7803149819374084,0.0330241322517395,Topic 1,0.78
docket potentially expose record accord research docket app enable individual download carry digital copy record,0.9556589126586914,0.02151508629322052,0.022826023399829865,Topic 0,0.96
year_old daughter eligible eligible flu shot get flu shot yesterday tear happy get try offer lollipop,0.021518757566809654,0.021148059517145157,0.9573332071304321,Topic 2,0.96
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
family bed week tell good work,0.054863058030605316,0.894890308380127,0.050246648490428925,Topic 1,0.89
must listen use word stop positive state,0.8954910635948181,0.04895450547337532,0.05555439740419388,Topic 0,0.9
least people die abruptly people diagnose cancer terminal cancer month dump end crematorium face disaster tell big lie,0.019865436479449272,0.9387922883033752,0.041342318058013916,Topic 1,0.94
people fully enough people feel safe get,0.29168760776519775,0.6616047620773315,0.046707633882761,Topic 1,0.66
rly seem test unvaccinated natural_immunity superior risk mycocarditis,0.7291215658187866,0.044076401740312576,0.2268020510673523,Topic 0,0.73
think year combine report datum,0.8702908158302307,0.06224161386489868,0.067467600107193,Topic 0,0.87
diagnose open,0.1114121749997139,0.11196260154247284,0.7766252756118774,Topic 2,0.78
get first get flu shot win win arm little sore gamer handle,0.026388855651021004,0.027320116758346558,0.9462910294532776,Topic 2,0.95
stop people get mean transmit mostly mean still get sick transmit clarity,0.02739701233804226,0.4229692816734314,0.5496336817741394,Topic 2,0.55
imagine say talk carry bat get,0.050023630261421204,0.8982590436935425,0.05171726644039154,Topic 1,0.9
wane immunity happen get still transmit even people need learn live flu go away anyt,0.024899719282984734,0.9502727389335632,0.024827517569065094,Topic 1,0.95
skepticism,0.16755051910877228,0.665015459060669,0.16743402183055878,Topic 1,0.67
people know special fund exist pay claim injury death,0.035130877047777176,0.9297369718551636,0.035132117569446564,Topic 1,0.93
get first shot today glad finally make point,0.05463022366166115,0.0430867038667202,0.9022830724716187,Topic 2,0.9
lie status public knowledge entire know team know know become big deal get day,0.02362685278058052,0.7781819701194763,0.19819116592407227,Topic 1,0.78
list hard understand new tech kill stop trial start human human trial month,0.6668147444725037,0.026865150779485703,0.30632010102272034,Topic 0,0.67
make news forgetting think people lose life week year get wear mask,0.5683066844940186,0.06332606077194214,0.3683672845363617,Topic 0,0.57
block mandate large business cowardly republican death freedom fighter cause people die refuse accept responsibility kill charge try murder,0.721314549446106,0.25540482997894287,0.02328064851462841,Topic 0,0.72
spur good response people colitis,0.8695695996284485,0.06764445453882217,0.06278593093156815,Topic 0,0.87
thought take proof proof,0.5461227297782898,0.08182959258556366,0.37204763293266296,Topic 0,0.55
union fight,0.13392427563667297,0.7529094815254211,0.11316622793674469,Topic 1,0.75
false prophet declare morally acceptable necessary great good sacred duty come folk,0.3287399411201477,0.643541693687439,0.027718374505639076,Topic 1,0.64
still trust snake oil thinking would cure scare much much baby scare needle,0.024758534505963326,0.9494448900222778,0.02579658292233944,Topic 1,0.95
exist bias last procedure dose even obvious symptom stare face issue,0.03032919578254223,0.9380993247032166,0.03157150000333786,Topic 1,0.94
work must show card enter business playin,0.9071343541145325,0.046277254819869995,0.046588409692049026,Topic 0,0.91
would bird need,0.08447347581386566,0.8275455832481384,0.08798098564147949,Topic 1,0.83
young people time likely die know possibly even make furious medium lie help big cost life child,0.024032697081565857,0.34843766689300537,0.6275296807289124,Topic 2,0.63
inform die due complication,0.5954799652099609,0.33558326959609985,0.06893672049045563,Topic 0,0.6
poor thing sheep lead former charge research say child dy die result take wake people,0.6167697906494141,0.12528415024280548,0.25794604420661926,Topic 0,0.62
know sible live twin city approximately white die complication prior hospitalize recover hospital low oxygen get remdesivir bad,0.01866961643099785,0.8121072053909302,0.16922320425510406,Topic 1,0.81
never think second misinformation campaign suddenly interested probably way would hope alone,0.13308261334896088,0.6018908619880676,0.2650265097618103,Topic 1,0.6
view current topic cover sure people get reason main one put else risk film get,0.02377915568649769,0.7155337929725647,0.260686993598938,Topic 1,0.72
say replace agree cyanide able agree bad government want pas cyanide mandatory would able,0.023305753245949745,0.9537991285324097,0.022895099595189095,Topic 1,0.95
sad may memory blessing sound family die issue statement,0.9301337003707886,0.0350508950650692,0.03481536731123924,Topic 0,0.93
lie get believe much feeling lie say get lied put danger fire drop sponsor,0.6026170253753662,0.372459352016449,0.02492365427315235,Topic 0,0.6
believe character show teaching kid well people would tell kid life saving prevent long get science,0.021512838080525398,0.9557909965515137,0.02269611693918705,Topic 1,0.96
spread end mandate,0.11169655621051788,0.09154611080884933,0.7967573404312134,Topic 2,0.8
forget survive suffer kind complication understand want guinea pig,0.03591884672641754,0.9275703430175781,0.03651084378361702,Topic 1,0.93
chance adverse vaer stat great chance die age adverse side_effect due,0.7947818040847778,0.03185403719544411,0.17336419224739075,Topic 0,0.79
care abt death side_effect death fraud,0.05885503068566322,0.8880875110626221,0.05305742472410202,Topic 1,0.89
long,0.18314388394355774,0.6236046552658081,0.19325146079063416,Topic 1,0.62
part explanation,0.11179382354021072,0.11169974505901337,0.7765064835548401,Topic 2,0.78
mandate temporarily block court,0.8645063042640686,0.06778072565793991,0.06771297007799149,Topic 0,0.86
new figure week show co waterford high rate high incidence rate,0.939016580581665,0.02955636940896511,0.03142702952027321,Topic 0,0.94
aaron_rodger catch lie status go rant nfl policy misjudge situation likely severely punish try right thing global pandemic,0.9567418694496155,0.02365969680249691,0.019598407670855522,Topic 0,0.96
furthermore due failure health system bureaucracy care patient ongoing health issue cancer comorbiditie related result see culmination heal,0.8934670090675354,0.01944272592663765,0.08709031343460083,Topic 0,0.89
learn memetic interlude well worth read link thread worthy know even asymptomatic mild pwn ground mad prop,0.021612435579299927,0.02539646439254284,0.9529910683631897,Topic 2,0.95
prevent people get establish debate need mandate good help recover,0.034319985657930374,0.9330329895019531,0.03264699876308441,Topic 1,0.93
trump shy fall type blame effective vaxxe still catch spread die,0.21963368356227875,0.2363090068101883,0.544057309627533,Topic 2,0.54
access medical record golly let know fair long allergy base complicate infecti,0.8489919304847717,0.12206698209047318,0.028941109776496887,Topic 0,0.85
get first shot today great yet sore arm eye say uplink complete kid really say darned thing cute,0.22002868354320526,0.02314934879541397,0.7568219900131226,Topic 2,0.76
give still pose threat people online blend course option still remain viable option student university remain flexible regard person online course take,0.6451312899589539,0.01561548002064228,0.3392532467842102,Topic 0,0.65
century case man many people mandate even people adverse effect amp death nonexistent,0.03252705559134483,0.9349271655082703,0.03254580497741699,Topic 1,0.93
nationwide strike,0.7767141461372375,0.11152667552232742,0.11175922304391861,Topic 0,0.78
aaron_rodger life healthy lifestyle exercise amp eat nutrient dense precisely manage mild symptom dedication amp fitness make ideal spokesperson fire,0.029226558282971382,0.9519448280334473,0.01882859878242016,Topic 1,0.95
league packer aware status also team wide outbreak,0.09220343083143234,0.8690763711929321,0.03872014209628105,Topic 1,0.87
let test experimental child,0.06976838409900665,0.07371895015239716,0.8565126657485962,Topic 2,0.86
mentally stable exist want pretty much get want problem,0.03428439050912857,0.4844120442867279,0.4813036024570465,Topic 1,0.48
get great way stay healthy rubbish brainwash kid,0.9059340357780457,0.048932190984487534,0.04513382166624069,Topic 0,0.91
democratic governor defy biden come tyrannical mandate,0.914978563785553,0.04217514395713806,0.042846277356147766,Topic 0,0.91
hear,0.16945244371891022,0.6551522016525269,0.17539535462856293,Topic 1,0.66
maybe,0.16684049367904663,0.6614919900894165,0.17166751623153687,Topic 1,0.66
take time body build protection people consider fully week second week single dose amp,0.12893323600292206,0.8449357748031616,0.02613093890249729,Topic 1,0.84
job pay week preppe body resistance requirement get work mandate,0.03558063879609108,0.929042637348175,0.03537674993276596,Topic 1,0.93
happen join cult magical fail badly damage healthy people,0.9192086458206177,0.046403173357248306,0.034388214349746704,Topic 0,0.92
talk source post follow reddit find post screenshot people antivaxx compliance get die even though would,0.020802265033125877,0.9569077491760254,0.02228999137878418,Topic 1,0.96
object spiritual belief take case docket result,0.060657162219285965,0.4113399386405945,0.528002917766571,Topic 2,0.53
risk co worker customer die nonetheless anti put risk want last forever,0.20976850390434265,0.7617892026901245,0.028442295268177986,Topic 1,0.76
regular work level datum around decade datum actual risk kid cat,0.030359769240021706,0.9394217133522034,0.030218493193387985,Topic 1,0.94
worldwide issue politic impacting ability perspective,0.049318064004182816,0.9019184112548828,0.04876353219151497,Topic 1,0.9
good reminder young healthy people die preventable disease former high ridge dy local news,0.7599669098854065,0.023749062791466713,0.21628403663635254,Topic 0,0.76
relate death reporting decline available booster shot approve uptake parity race let,0.026614319533109665,0.02661212533712387,0.9467735886573792,Topic 2,0.95
even number almost likely cause heart issue prevent serious case boy leave aside injury poisoning kid assuage,0.01960116997361183,0.9608817100524902,0.01951715350151062,Topic 1,0.96
contract major manufacturer,0.08558633178472519,0.09024924039840698,0.8241644501686096,Topic 2,0.82
convert change mail,0.09224777668714523,0.3532790541648865,0.5544732213020325,Topic 2,0.55
careful take precaution know get rare breakthrough recommend also long,0.03333123028278351,0.4552982449531555,0.5113704800605774,Topic 2,0.51
case follow day protest anti government rally climate sweep,0.037257544696331024,0.9223672747612,0.04037516564130783,Topic 1,0.92
travel restriction upend life relax new rule go effect allow air travel previously restrict country long traveler proof,0.021412495523691177,0.24014736711978912,0.7384400963783264,Topic 2,0.74
plenty doctor advise risk procedure surgery doctor tell seriously consider adverse effect get doctor single one say,0.9528287053108215,0.024663839489221573,0.022507430985569954,Topic 0,0.95
almost friend get booster catch week work spread virus,0.03603914752602577,0.4371379017829895,0.5268229246139526,Topic 2,0.53
want information hear need go pick wide variety answer,0.48179876804351807,0.48218977451324463,0.036011435091495514,Topic 1,0.48
child become fully adult mandate develop decade ever suspect would potentially become pandemic,0.21651175618171692,0.7548201680183411,0.02866811491549015,Topic 1,0.75
worried think clown worried steroid side_effect especially regard brain,0.930037260055542,0.03580150380730629,0.034161243587732315,Topic 0,0.93
get political kind country use program brainwash kid old even know significance government,0.03250033035874367,0.9348514080047607,0.03264822065830231,Topic 1,0.93
study show child need,0.07610475271940231,0.07630790024995804,0.8475873470306396,Topic 2,0.85
never say literally illustrate counterpoint doctor prevention strategy low rate completely obliterate,0.02957284264266491,0.033155541867017746,0.9372715950012207,Topic 2,0.94
answer question prevent recipient get answer mean ineffective ineffective assertion safety also false,0.7999348044395447,0.16906914114952087,0.030996054410934448,Topic 0,0.8
interesting believe people concern deadly history weed ever kill many people datum,0.0273410864174366,0.9408157467842102,0.03184317424893379,Topic 1,0.94
rally call develop herd immunity world gradually open incl bar hard liquor property,0.025986090302467346,0.09711058437824249,0.8769033551216125,Topic 2,0.88
give people take much tv time people take guess people get sick dramatic tv anti vaxxer protest get,0.16823098063468933,0.8099108934402466,0.021858148276805878,Topic 1,0.81
would take chance rather lose child unfortunately lose son year ago bad pain ever know,0.20388267934322357,0.6145927906036377,0.18152457475662231,Topic 1,0.61
prevent get hell people get time,0.049496524035930634,0.8992782235145569,0.051225244998931885,Topic 1,0.9
still catch sprea get shoot mean reason shoot mean also mean definition,0.02796943113207817,0.24702276289463043,0.7250077724456787,Topic 2,0.73
supply people deliver get fire forth would cause damage think next time tell get work,0.023945260792970657,0.9539945721626282,0.022060155868530273,Topic 1,0.95
national crisis mandating make sense drug comparison show legal common people fire let go similar reason say,0.958859384059906,0.02154945395886898,0.019591137766838074,Topic 0,0.96
even know work make clear would know mmr shoot believe,0.032130323350429535,0.9359582662582397,0.03191140666604042,Topic 1,0.94
risk vast majority people vast majority people healthy early people peak physical condition rely body make living name pro athlete,0.01921420358121395,0.9636503458023071,0.017135491594672203,Topic 1,0.96
devastating however mean good,0.06950406730175018,0.07335564494132996,0.8571402430534363,Topic 2,0.86
get remember patient avian flu,0.06449883431196213,0.06173184886574745,0.8737693428993225,Topic 2,0.87
recover child unnecessarily lose parent deputy recover change mind,0.036131322383880615,0.7455455660820007,0.21832308173179626,Topic 1,0.75
people make medical decision nonsense rodger basically chance die,0.9269846677780151,0.03714083880186081,0.03587447106838226,Topic 0,0.93
certain vaccination work staff want shout public call also public test,0.03033914975821972,0.033673688769340515,0.935987114906311,Topic 2,0.94
squander recovery inherit broken system real plan escalate death infection unemployment rate problem fact ronna,0.3869316875934601,0.5040680766105652,0.10900021344423294,Topic 1,0.5
receive already report induce support idea phenomenon regardless mechanism action,0.04684171825647354,0.03150270879268646,0.921655535697937,Topic 2,0.92
suspend account comment happen share life experience okay,0.04076505824923515,0.03883102536201477,0.9204039573669434,Topic 2,0.92
get refuse expose know many people let team,0.04013435170054436,0.42152896523475647,0.5383366942405701,Topic 2,0.54
case today produce first year biden even recover job produce djt lose pandemic least produce new job biden increase price,0.15708711743354797,0.7622125744819641,0.0807003304362297,Topic 1,0.76
die adverse reaction tell shoot legitimate reason question reliability gene therapy vac,0.03074081428349018,0.9338371753692627,0.03542201966047287,Topic 1,0.93
virus build immunity,0.0856466293334961,0.8226500153541565,0.0917033851146698,Topic 1,0.82
put risk understand virus work obviously person still spread,0.036683209240436554,0.040797214955091476,0.9225195646286011,Topic 2,0.92
high rate world case surge,0.059998057782649994,0.06813457608222961,0.8718674182891846,Topic 2,0.87
city world lockdown number world top get complacent maori,0.034539058804512024,0.03651510551571846,0.9289458394050598,Topic 2,0.93
give honest answer question would disappear fast people would voluntarily vaccinate scientist learn first option peace,0.6832782030105591,0.1132950633764267,0.20342673361301422,Topic 0,0.68
think nee start distribute sniper,0.0781450942158699,0.06262169778347015,0.8592332601547241,Topic 2,0.86
appoint judge temporarily halt mandate private business,0.9159077405929565,0.041989877820014954,0.042102374136447906,Topic 0,0.92
get virus work truth protein toxin actually low immune response primary activator nurse get day booster,0.02700870670378208,0.02247081696987152,0.9505205154418945,Topic 2,0.95
quite opposite polio time shoot disease eliminate virus keep add booster even,0.16181044280529022,0.050410196185112,0.7877793312072754,Topic 2,0.79
infection rate strict policy come passport testing face mask policy work,0.6256005764007568,0.02945791743695736,0.34494152665138245,Topic 0,0.63
go cure detail obviously ignorance show show anywhere close smallpox polio,0.038292378187179565,0.9314154386520386,0.030292149633169174,Topic 1,0.93
many folk die die overwhelmed hospital low rent chickenhawk need family die pandemic cluck low info,0.02421868033707142,0.9447735548019409,0.031007738783955574,Topic 1,0.94
know expect break situation perfectly voice far reach completely change people talk think cov,0.32749587297439575,0.6472482085227966,0.025255892425775528,Topic 1,0.65
get drive,0.11379054188728333,0.7695591449737549,0.11665036529302597,Topic 1,0.77
good person think care people die favor population get,0.5154346227645874,0.44304248690605164,0.04152290150523186,Topic 0,0.52
mandate temporarily block court cnet,0.8872585892677307,0.056392207741737366,0.056349217891693115,Topic 0,0.89
issue requirement child,0.20824125409126282,0.12341779470443726,0.6683409214019775,Topic 2,0.67
shoot sore arm high fever body soon panic real time booster update yesterday night fatigue body mild compa,0.02327836863696575,0.02164175733923912,0.9550798535346985,Topic 2,0.96
lose battle endless variant risk benefit worth healthy people,0.6208638548851013,0.04092263802886009,0.3382135033607483,Topic 0,0.62
tell also grateful mild case bitch tell protect immunization shoot,0.03493298590183258,0.6696181297302246,0.295448899269104,Topic 1,0.67
injure,0.16713054478168488,0.6658145785331726,0.16705484688282013,Topic 1,0.67
receive arena surprised efficiency nurse give information need opportunity ask question obtain consent sore arm feel bit tired day second,0.06747295707464218,0.01670248992741108,0.9158245921134949,Topic 2,0.92
right break prior definition allow people claim,0.044145647436380386,0.9137306213378906,0.042123738676309586,Topic 1,0.91
uneducated idiotic full fear simply afraid child get infect even tho,0.14493407309055328,0.40195050835609436,0.45311543345451355,Topic 2,0.45
also look say great people still catch die talk shit make want put face wall smarter,0.26698392629623413,0.7111361622810364,0.02187996357679367,Topic 1,0.71
risk get outweigh risk get,0.05769612640142441,0.06873854994773865,0.8735653758049011,Topic 2,0.87
apply admittance stadium also many type restaurant bar store long matter,0.033458832651376724,0.40402477979660034,0.5625163912773132,Topic 2,0.56
variant adolescent,0.11198867112398148,0.11259575188159943,0.7754155993461609,Topic 2,0.78
protect many vaxed people get anyways even disturbing,0.045224182307720184,0.9145439267158508,0.04023194685578346,Topic 1,0.91
people need natural_immunity infection risk injury still get virus probably would recover,0.027808232232928276,0.8009896874427795,0.17120212316513062,Topic 1,0.8
course flu much high efficacy target develop severe case prevent infection first place flu shot well,0.022824764251708984,0.09018637984991074,0.8869888782501221,Topic 2,0.89
simple look inoculation remember survival rate,0.8987849950790405,0.05088738352060318,0.05032764747738838,Topic 0,0.9
know effect know effect,0.07498664408922195,0.42797940969467163,0.4970339238643646,Topic 2,0.5
approximately victim suffer linger health effect many seriously pfe pill prevent effect need,0.6092748641967773,0.3617991507053375,0.02892601303756237,Topic 0,0.61
get today hear parent share mixed emotion age group allow get,0.028683708980679512,0.2034013420343399,0.7679149508476257,Topic 2,0.77
really month later get help force work,0.046502213925123215,0.9084171652793884,0.04508059844374657,Topic 1,0.91
change remove immunity,0.09020273387432098,0.8258994817733765,0.08389776945114136,Topic 1,0.83
organization try save life spokesman spout rubbish lie suppo,0.038388337939977646,0.037755466997623444,0.9238561987876892,Topic 2,0.92
report trial investigate contract company,0.6795893907546997,0.06075184792280197,0.2596588134765625,Topic 0,0.68
personal experience antibody reexpose numerous time reinfecte magic amazing adaptive key,0.029648305848240852,0.9404715299606323,0.029880203306674957,Topic 1,0.94
break campaign senior advisor reveal impose state wide mandate election go election,0.3456645905971527,0.027138585224747658,0.6271967887878418,Topic 2,0.63
actually prove call normal even virus ingredient shoot design harm help,0.029080595821142197,0.33772510290145874,0.6331943273544312,Topic 2,0.63
right people act statistic say otherwise small rural county low rate trump fertile ground disease,0.07182354480028152,0.07895448058843613,0.8492220044136047,Topic 2,0.85
bogus card confront illegal seller,0.05748074874281883,0.05841684341430664,0.8841024041175842,Topic 2,0.88
well get bird flu hear bird,0.04844299331307411,0.8957512974739075,0.05580572038888931,Topic 1,0.9
get knew symptom stand home hot well know sick make mild,0.030262582004070282,0.30517077445983887,0.664566695690155,Topic 2,0.66
different make different way different stuff,0.9001365303993225,0.05068339407444,0.049180082976818085,Topic 0,0.9
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
put policy place official proof state cover benefit take free buy hospi,0.9381902813911438,0.03256634622812271,0.029243336990475655,Topic 0,0.94
tell mom want think willing help let turn still lie bitch come excuse say could forget sign fuck,0.34131067991256714,0.6387842893600464,0.01990497298538685,Topic 1,0.64
mandate private employer deal major blow,0.4539574086666107,0.04963691905140877,0.496405690908432,Topic 2,0.5
could post study study stupid sttment increase rollout imply cause increase really look fact study,0.615405261516571,0.027966564521193504,0.3566281497478485,Topic 0,0.62
tyranny dictatorship livelihood dependent get shoot personal decision biden mandate responsibility fight country mandate bad economy,0.22177360951900482,0.7560402750968933,0.022186171263456345,Topic 1,0.76
exactly dangerous idea passport lead argue ban unvaccinated public space world time,0.5246036648750305,0.02819954603910446,0.4471967816352844,Topic 0,0.52
know suffer long list side_effect take call,0.04466734081506729,0.8823181986808777,0.07301446050405502,Topic 1,0.88
mean never go get still die,0.05353688448667526,0.8902413249015808,0.056221820414066315,Topic 1,0.89
guess kill fast trample fake card put much,0.04405660554766655,0.044904857873916626,0.9110385775566101,Topic 2,0.91
people die yesterday probably wish mandate,0.8837563395500183,0.06142363324761391,0.05482001230120659,Topic 0,0.88
right nearly rate actually likely cause dopey,0.050463855266571045,0.17295855283737183,0.7765775918960571,Topic 2,0.78
let speak liberal endanger child time likely die hospitalize,0.15910734236240387,0.03562873229384422,0.805263876914978,Topic 2,0.81
probably already overwhelming amount need study counting proving natural_immunity follow science,0.6043868660926819,0.3494163453578949,0.04619675129652023,Topic 0,0.6
surveillance perverse incentive testing child,0.058362364768981934,0.8036293387413025,0.13800834119319916,Topic 1,0.8
natural_immunity provide fully immunize,0.836368203163147,0.08997812867164612,0.07365371286869049,Topic 0,0.84
love fear cult even strange bunch,0.16958178579807281,0.782492995262146,0.0479251854121685,Topic 1,0.78
boy get today listen droid know,0.05339614301919937,0.8778492212295532,0.06875458359718323,Topic 1,0.88
also need mess antibody count even organ body function need,0.03364589810371399,0.9325622916221619,0.03379184380173683,Topic 1,0.93
infection injury,0.11255642026662827,0.44863611459732056,0.43880748748779297,Topic 1,0.45
run nightly unchallenged complain make kid feel safe absolutely get,0.13436013460159302,0.5226654410362244,0.3429744243621826,Topic 1,0.52
